id,name,restaurantId,
523,EJECUTIVO | rest 88,88,EJECUTIVO
524,ESPECIAL | rest 88,88,ESPECIAL
525,$10.000 | rest 88,88,$10.000
526,$15.000 | rest 88,88,$15.000
527,$20.000 | rest 88,88,$20.000
528,$30.000 | rest 88,88,$30.000
529,EJECUTIVO | rest 89,89,EJECUTIVO
530,ESPECIAL | rest 89,89,ESPECIAL
531,$10.000 | rest 89,89,$10.000
532,$15.000 | rest 89,89,$15.000
533,$20.000 | rest 89,89,$20.000
534,$30.000 | rest 89,89,$30.000
535,EJECUTIVO | rest 90,90,EJECUTIVO
536,ESPECIAL | rest 90,90,ESPECIAL
537,$10.000 | rest 90,90,$10.000
538,$15.000 | rest 90,90,$15.000
539,$20.000 | rest 90,90,$20.000
540,$30.000 | rest 90,90,$30.000
541,EJECUTIVO | rest 91,91,EJECUTIVO
542,ESPECIAL | rest 91,91,ESPECIAL
543,$10.000 | rest 91,91,$10.000
544,$15.000 | rest 91,91,$15.000
545,$20.000 | rest 91,91,$20.000
546,$30.000 | rest 91,91,$30.000
547,EJECUTIVO | rest 92,92,EJECUTIVO
548,ESPECIAL | rest 92,92,ESPECIAL
549,$10.000 | rest 92,92,$10.000
550,$15.000 | rest 92,92,$15.000
551,$20.000 | rest 92,92,$20.000
552,$30.000 | rest 92,92,$30.000
553,EJECUTIVO | rest 93,93,EJECUTIVO
554,ESPECIAL | rest 93,93,ESPECIAL
555,$10.000 | rest 93,93,$10.000
556,$15.000 | rest 93,93,$15.000
557,$20.000 | rest 93,93,$20.000
558,$30.000 | rest 93,93,$30.000
559,EJECUTIVO | rest 94,94,EJECUTIVO
560,ESPECIAL | rest 94,94,ESPECIAL
561,$10.000 | rest 94,94,$10.000
562,$15.000 | rest 94,94,$15.000
563,$20.000 | rest 94,94,$20.000
564,$30.000 | rest 94,94,$30.000
565,EJECUTIVO | rest 95,95,EJECUTIVO
566,ESPECIAL | rest 95,95,ESPECIAL
567,$10.000 | rest 95,95,$10.000
568,$15.000 | rest 95,95,$15.000
569,$20.000 | rest 95,95,$20.000
570,$30.000 | rest 95,95,$30.000
571,EJECUTIVO | rest 96,96,EJECUTIVO
572,ESPECIAL | rest 96,96,ESPECIAL
573,$10.000 | rest 96,96,$10.000
574,$15.000 | rest 96,96,$15.000
575,$20.000 | rest 96,96,$20.000
576,$30.000 | rest 96,96,$30.000
577,EJECUTIVO | rest 97,97,EJECUTIVO
578,ESPECIAL | rest 97,97,ESPECIAL
579,$10.000 | rest 97,97,$10.000
580,$15.000 | rest 97,97,$15.000
581,$20.000 | rest 97,97,$20.000
582,$30.000 | rest 97,97,$30.000
583,EJECUTIVO | rest 98,98,EJECUTIVO
584,ESPECIAL | rest 98,98,ESPECIAL
585,$10.000 | rest 98,98,$10.000
586,$15.000 | rest 98,98,$15.000
587,$20.000 | rest 98,98,$20.000
588,$30.000 | rest 98,98,$30.000
589,EJECUTIVO | rest 99,99,EJECUTIVO
590,ESPECIAL | rest 99,99,ESPECIAL
591,$10.000 | rest 99,99,$10.000
592,$15.000 | rest 99,99,$15.000
593,$20.000 | rest 99,99,$20.000
594,$30.000 | rest 99,99,$30.000
595,EJECUTIVO | rest 100,100,EJECUTIVO
596,ESPECIAL | rest 100,100,ESPECIAL
597,$10.000 | rest 100,100,$10.000
598,$15.000 | rest 100,100,$15.000
599,$20.000 | rest 100,100,$20.000
600,$30.000 | rest 100,100,$30.000
601,EJECUTIVO | rest 101,101,EJECUTIVO
602,ESPECIAL | rest 101,101,ESPECIAL
603,$10.000 | rest 101,101,$10.000
604,$15.000 | rest 101,101,$15.000
605,$20.000 | rest 101,101,$20.000
606,$30.000 | rest 101,101,$30.000
607,EJECUTIVO | rest 102,102,EJECUTIVO
608,ESPECIAL | rest 102,102,ESPECIAL
609,$10.000 | rest 102,102,$10.000
610,$15.000 | rest 102,102,$15.000
611,$20.000 | rest 102,102,$20.000
612,$30.000 | rest 102,102,$30.000
613,EJECUTIVO | rest 103,103,EJECUTIVO
614,ESPECIAL | rest 103,103,ESPECIAL
615,$10.000 | rest 103,103,$10.000
616,$15.000 | rest 103,103,$15.000
617,$20.000 | rest 103,103,$20.000
618,$30.000 | rest 103,103,$30.000
619,EJECUTIVO | rest 104,104,EJECUTIVO
620,ESPECIAL | rest 104,104,ESPECIAL
621,$10.000 | rest 104,104,$10.000
622,$15.000 | rest 104,104,$15.000
623,$20.000 | rest 104,104,$20.000
624,$30.000 | rest 104,104,$30.000
625,EJECUTIVO | rest 105,105,EJECUTIVO
626,ESPECIAL | rest 105,105,ESPECIAL
627,$10.000 | rest 105,105,$10.000
628,$15.000 | rest 105,105,$15.000
629,$20.000 | rest 105,105,$20.000
630,$30.000 | rest 105,105,$30.000
631,EJECUTIVO | rest 106,106,EJECUTIVO
632,ESPECIAL | rest 106,106,ESPECIAL
633,$10.000 | rest 106,106,$10.000
634,$15.000 | rest 106,106,$15.000
635,$20.000 | rest 106,106,$20.000
636,$30.000 | rest 106,106,$30.000
637,EJECUTIVO | rest 107,107,EJECUTIVO
638,ESPECIAL | rest 107,107,ESPECIAL
639,$10.000 | rest 107,107,$10.000
640,$15.000 | rest 107,107,$15.000
641,$20.000 | rest 107,107,$20.000
642,$30.000 | rest 107,107,$30.000
643,EJECUTIVO | rest 108,108,EJECUTIVO
644,ESPECIAL | rest 108,108,ESPECIAL
645,$10.000 | rest 108,108,$10.000
646,$15.000 | rest 108,108,$15.000
647,$20.000 | rest 108,108,$20.000
648,$30.000 | rest 108,108,$30.000
649,EJECUTIVO | rest 109,109,EJECUTIVO
650,ESPECIAL | rest 109,109,ESPECIAL
651,$10.000 | rest 109,109,$10.000
652,$15.000 | rest 109,109,$15.000
653,$20.000 | rest 109,109,$20.000
654,$30.000 | rest 109,109,$30.000
655,EJECUTIVO | rest 110,110,EJECUTIVO
656,ESPECIAL | rest 110,110,ESPECIAL
657,$10.000 | rest 110,110,$10.000
658,$15.000 | rest 110,110,$15.000
659,$20.000 | rest 110,110,$20.000
660,$30.000 | rest 110,110,$30.000
661,EJECUTIVO | rest 111,111,EJECUTIVO
662,ESPECIAL | rest 111,111,ESPECIAL
663,$10.000 | rest 111,111,$10.000
664,$15.000 | rest 111,111,$15.000
665,$20.000 | rest 111,111,$20.000
666,$30.000 | rest 111,111,$30.000
667,EJECUTIVO | rest 112,112,EJECUTIVO
668,ESPECIAL | rest 112,112,ESPECIAL
669,$10.000 | rest 112,112,$10.000
670,$15.000 | rest 112,112,$15.000
671,$20.000 | rest 112,112,$20.000
672,$30.000 | rest 112,112,$30.000
673,EJECUTIVO | rest 113,113,EJECUTIVO
674,ESPECIAL | rest 113,113,ESPECIAL
675,$10.000 | rest 113,113,$10.000
676,$15.000 | rest 113,113,$15.000
677,$20.000 | rest 113,113,$20.000
678,$30.000 | rest 113,113,$30.000
679,EJECUTIVO | rest 114,114,EJECUTIVO
680,ESPECIAL | rest 114,114,ESPECIAL
681,$10.000 | rest 114,114,$10.000
682,$15.000 | rest 114,114,$15.000
683,$20.000 | rest 114,114,$20.000
684,$30.000 | rest 114,114,$30.000
685,EJECUTIVO | rest 115,115,EJECUTIVO
686,ESPECIAL | rest 115,115,ESPECIAL
687,$10.000 | rest 115,115,$10.000
688,$15.000 | rest 115,115,$15.000
689,$20.000 | rest 115,115,$20.000
690,$30.000 | rest 115,115,$30.000
691,EJECUTIVO | rest 116,116,EJECUTIVO
692,ESPECIAL | rest 116,116,ESPECIAL
693,$10.000 | rest 116,116,$10.000
694,$15.000 | rest 116,116,$15.000
695,$20.000 | rest 116,116,$20.000
696,$30.000 | rest 116,116,$30.000
697,EJECUTIVO | rest 117,117,EJECUTIVO
698,ESPECIAL | rest 117,117,ESPECIAL
699,$10.000 | rest 117,117,$10.000
700,$15.000 | rest 117,117,$15.000
701,$20.000 | rest 117,117,$20.000
702,$30.000 | rest 117,117,$30.000
703,EJECUTIVO | rest 118,118,EJECUTIVO
704,ESPECIAL | rest 118,118,ESPECIAL
705,$10.000 | rest 118,118,$10.000
706,$15.000 | rest 118,118,$15.000
707,$20.000 | rest 118,118,$20.000
708,$30.000 | rest 118,118,$30.000
709,EJECUTIVO | rest 119,119,EJECUTIVO
710,ESPECIAL | rest 119,119,ESPECIAL
711,$10.000 | rest 119,119,$10.000
712,$15.000 | rest 119,119,$15.000
713,$20.000 | rest 119,119,$20.000
714,$30.000 | rest 119,119,$30.000
715,EJECUTIVO | rest 120,120,EJECUTIVO
716,ESPECIAL | rest 120,120,ESPECIAL
717,$10.000 | rest 120,120,$10.000
718,$15.000 | rest 120,120,$15.000
719,$20.000 | rest 120,120,$20.000
720,$30.000 | rest 120,120,$30.000
721,EJECUTIVO | rest 121,121,EJECUTIVO
722,ESPECIAL | rest 121,121,ESPECIAL
723,$10.000 | rest 121,121,$10.000
724,$15.000 | rest 121,121,$15.000
725,$20.000 | rest 121,121,$20.000
726,$30.000 | rest 121,121,$30.000
727,EJECUTIVO | rest 122,122,EJECUTIVO
728,ESPECIAL | rest 122,122,ESPECIAL
729,$10.000 | rest 122,122,$10.000
730,$15.000 | rest 122,122,$15.000
731,$20.000 | rest 122,122,$20.000
732,$30.000 | rest 122,122,$30.000
733,EJECUTIVO | rest 123,123,EJECUTIVO
734,ESPECIAL | rest 123,123,ESPECIAL
735,$10.000 | rest 123,123,$10.000
736,$15.000 | rest 123,123,$15.000
737,$20.000 | rest 123,123,$20.000
738,$30.000 | rest 123,123,$30.000
739,EJECUTIVO | rest 124,124,EJECUTIVO
740,ESPECIAL | rest 124,124,ESPECIAL
741,$10.000 | rest 124,124,$10.000
742,$15.000 | rest 124,124,$15.000
743,$20.000 | rest 124,124,$20.000
744,$30.000 | rest 124,124,$30.000
745,EJECUTIVO | rest 125,125,EJECUTIVO
746,ESPECIAL | rest 125,125,ESPECIAL
747,$10.000 | rest 125,125,$10.000
748,$15.000 | rest 125,125,$15.000
749,$20.000 | rest 125,125,$20.000
750,$30.000 | rest 125,125,$30.000
751,EJECUTIVO | rest 126,126,EJECUTIVO
752,ESPECIAL | rest 126,126,ESPECIAL
753,$10.000 | rest 126,126,$10.000
754,$15.000 | rest 126,126,$15.000
755,$20.000 | rest 126,126,$20.000
756,$30.000 | rest 126,126,$30.000
757,EJECUTIVO | rest 127,127,EJECUTIVO
758,ESPECIAL | rest 127,127,ESPECIAL
759,$10.000 | rest 127,127,$10.000
760,$15.000 | rest 127,127,$15.000
761,$20.000 | rest 127,127,$20.000
762,$30.000 | rest 127,127,$30.000
763,EJECUTIVO | rest 128,128,EJECUTIVO
764,ESPECIAL | rest 128,128,ESPECIAL
765,$10.000 | rest 128,128,$10.000
766,$15.000 | rest 128,128,$15.000
767,$20.000 | rest 128,128,$20.000
768,$30.000 | rest 128,128,$30.000
769,EJECUTIVO | rest 129,129,EJECUTIVO
770,ESPECIAL | rest 129,129,ESPECIAL
771,$10.000 | rest 129,129,$10.000
772,$15.000 | rest 129,129,$15.000
773,$20.000 | rest 129,129,$20.000
774,$30.000 | rest 129,129,$30.000
775,EJECUTIVO | rest 130,130,EJECUTIVO
776,ESPECIAL | rest 130,130,ESPECIAL
777,$10.000 | rest 130,130,$10.000
778,$15.000 | rest 130,130,$15.000
779,$20.000 | rest 130,130,$20.000
780,$30.000 | rest 130,130,$30.000
781,EJECUTIVO | rest 131,131,EJECUTIVO
782,ESPECIAL | rest 131,131,ESPECIAL
783,$10.000 | rest 131,131,$10.000
784,$15.000 | rest 131,131,$15.000
785,$20.000 | rest 131,131,$20.000
786,$30.000 | rest 131,131,$30.000
787,EJECUTIVO | rest 132,132,EJECUTIVO
788,ESPECIAL | rest 132,132,ESPECIAL
789,$10.000 | rest 132,132,$10.000
790,$15.000 | rest 132,132,$15.000
791,$20.000 | rest 132,132,$20.000
792,$30.000 | rest 132,132,$30.000
793,EJECUTIVO | rest 133,133,EJECUTIVO
794,ESPECIAL | rest 133,133,ESPECIAL
795,$10.000 | rest 133,133,$10.000
796,$15.000 | rest 133,133,$15.000
797,$20.000 | rest 133,133,$20.000
798,$30.000 | rest 133,133,$30.000
799,EJECUTIVO | rest 134,134,EJECUTIVO
800,ESPECIAL | rest 134,134,ESPECIAL
801,$10.000 | rest 134,134,$10.000
802,$15.000 | rest 134,134,$15.000
803,$20.000 | rest 134,134,$20.000
804,$30.000 | rest 134,134,$30.000
805,EJECUTIVO | rest 135,135,EJECUTIVO
806,ESPECIAL | rest 135,135,ESPECIAL
807,$10.000 | rest 135,135,$10.000
808,$15.000 | rest 135,135,$15.000
809,$20.000 | rest 135,135,$20.000
810,$30.000 | rest 135,135,$30.000
811,EJECUTIVO | rest 136,136,EJECUTIVO
812,ESPECIAL | rest 136,136,ESPECIAL
813,$10.000 | rest 136,136,$10.000
814,$15.000 | rest 136,136,$15.000
815,$20.000 | rest 136,136,$20.000
816,$30.000 | rest 136,136,$30.000
817,EJECUTIVO | rest 137,137,EJECUTIVO
818,ESPECIAL | rest 137,137,ESPECIAL
819,$10.000 | rest 137,137,$10.000
820,$15.000 | rest 137,137,$15.000
821,$20.000 | rest 137,137,$20.000
822,$30.000 | rest 137,137,$30.000
823,EJECUTIVO | rest 138,138,EJECUTIVO
824,ESPECIAL | rest 138,138,ESPECIAL
825,$10.000 | rest 138,138,$10.000
826,$15.000 | rest 138,138,$15.000
827,$20.000 | rest 138,138,$20.000
828,$30.000 | rest 138,138,$30.000
829,EJECUTIVO | rest 139,139,EJECUTIVO
830,ESPECIAL | rest 139,139,ESPECIAL
831,$10.000 | rest 139,139,$10.000
832,$15.000 | rest 139,139,$15.000
833,$20.000 | rest 139,139,$20.000
834,$30.000 | rest 139,139,$30.000
835,EJECUTIVO | rest 140,140,EJECUTIVO
836,ESPECIAL | rest 140,140,ESPECIAL
837,$10.000 | rest 140,140,$10.000
838,$15.000 | rest 140,140,$15.000
839,$20.000 | rest 140,140,$20.000
840,$30.000 | rest 140,140,$30.000
841,EJECUTIVO | rest 141,141,EJECUTIVO
842,ESPECIAL | rest 141,141,ESPECIAL
843,$10.000 | rest 141,141,$10.000
844,$15.000 | rest 141,141,$15.000
845,$20.000 | rest 141,141,$20.000
846,$30.000 | rest 141,141,$30.000
847,EJECUTIVO | rest 142,142,EJECUTIVO
848,ESPECIAL | rest 142,142,ESPECIAL
849,$10.000 | rest 142,142,$10.000
850,$15.000 | rest 142,142,$15.000
851,$20.000 | rest 142,142,$20.000
852,$30.000 | rest 142,142,$30.000
853,EJECUTIVO | rest 143,143,EJECUTIVO
854,ESPECIAL | rest 143,143,ESPECIAL
855,$10.000 | rest 143,143,$10.000
856,$15.000 | rest 143,143,$15.000
857,$20.000 | rest 143,143,$20.000
858,$30.000 | rest 143,143,$30.000
859,EJECUTIVO | rest 144,144,EJECUTIVO
860,ESPECIAL | rest 144,144,ESPECIAL
861,$10.000 | rest 144,144,$10.000
862,$15.000 | rest 144,144,$15.000
863,$20.000 | rest 144,144,$20.000
864,$30.000 | rest 144,144,$30.000
865,EJECUTIVO | rest 145,145,EJECUTIVO
866,ESPECIAL | rest 145,145,ESPECIAL
867,$10.000 | rest 145,145,$10.000
868,$15.000 | rest 145,145,$15.000
869,$20.000 | rest 145,145,$20.000
870,$30.000 | rest 145,145,$30.000
871,EJECUTIVO | rest 146,146,EJECUTIVO
872,ESPECIAL | rest 146,146,ESPECIAL
873,$10.000 | rest 146,146,$10.000
874,$15.000 | rest 146,146,$15.000
875,$20.000 | rest 146,146,$20.000
876,$30.000 | rest 146,146,$30.000
877,EJECUTIVO | rest 147,147,EJECUTIVO
878,ESPECIAL | rest 147,147,ESPECIAL
879,$10.000 | rest 147,147,$10.000
880,$15.000 | rest 147,147,$15.000
881,$20.000 | rest 147,147,$20.000
882,$30.000 | rest 147,147,$30.000
883,EJECUTIVO | rest 148,148,EJECUTIVO
884,ESPECIAL | rest 148,148,ESPECIAL
885,$10.000 | rest 148,148,$10.000
886,$15.000 | rest 148,148,$15.000
887,$20.000 | rest 148,148,$20.000
888,$30.000 | rest 148,148,$30.000
889,EJECUTIVO | rest 149,149,EJECUTIVO
890,ESPECIAL | rest 149,149,ESPECIAL
891,$10.000 | rest 149,149,$10.000
892,$15.000 | rest 149,149,$15.000
893,$20.000 | rest 149,149,$20.000
894,$30.000 | rest 149,149,$30.000
895,EJECUTIVO | rest 150,150,EJECUTIVO
896,ESPECIAL | rest 150,150,ESPECIAL
897,$10.000 | rest 150,150,$10.000
898,$15.000 | rest 150,150,$15.000
899,$20.000 | rest 150,150,$20.000
900,$30.000 | rest 150,150,$30.000
901,EJECUTIVO | rest 151,151,EJECUTIVO
902,ESPECIAL | rest 151,151,ESPECIAL
903,$10.000 | rest 151,151,$10.000
904,$15.000 | rest 151,151,$15.000
905,$20.000 | rest 151,151,$20.000
906,$30.000 | rest 151,151,$30.000
907,EJECUTIVO | rest 152,152,EJECUTIVO
908,ESPECIAL | rest 152,152,ESPECIAL
909,$10.000 | rest 152,152,$10.000
910,$15.000 | rest 152,152,$15.000
911,$20.000 | rest 152,152,$20.000
912,$30.000 | rest 152,152,$30.000
913,EJECUTIVO | rest 153,153,EJECUTIVO
914,ESPECIAL | rest 153,153,ESPECIAL
915,$10.000 | rest 153,153,$10.000
916,$15.000 | rest 153,153,$15.000
917,$20.000 | rest 153,153,$20.000
918,$30.000 | rest 153,153,$30.000
919,EJECUTIVO | rest 154,154,EJECUTIVO
920,ESPECIAL | rest 154,154,ESPECIAL
921,$10.000 | rest 154,154,$10.000
922,$15.000 | rest 154,154,$15.000
923,$20.000 | rest 154,154,$20.000
924,$30.000 | rest 154,154,$30.000
925,EJECUTIVO | rest 155,155,EJECUTIVO
926,ESPECIAL | rest 155,155,ESPECIAL
927,$10.000 | rest 155,155,$10.000
928,$15.000 | rest 155,155,$15.000
929,$20.000 | rest 155,155,$20.000
930,$30.000 | rest 155,155,$30.000
931,EJECUTIVO | rest 156,156,EJECUTIVO
932,ESPECIAL | rest 156,156,ESPECIAL
933,$10.000 | rest 156,156,$10.000
934,$15.000 | rest 156,156,$15.000
935,$20.000 | rest 156,156,$20.000
936,$30.000 | rest 156,156,$30.000
937,EJECUTIVO | rest 157,157,EJECUTIVO
938,ESPECIAL | rest 157,157,ESPECIAL
939,$10.000 | rest 157,157,$10.000
940,$15.000 | rest 157,157,$15.000
941,$20.000 | rest 157,157,$20.000
942,$30.000 | rest 157,157,$30.000
943,EJECUTIVO | rest 158,158,EJECUTIVO
944,ESPECIAL | rest 158,158,ESPECIAL
945,$10.000 | rest 158,158,$10.000
946,$15.000 | rest 158,158,$15.000
947,$20.000 | rest 158,158,$20.000
948,$30.000 | rest 158,158,$30.000
949,EJECUTIVO | rest 159,159,EJECUTIVO
950,ESPECIAL | rest 159,159,ESPECIAL
951,$10.000 | rest 159,159,$10.000
952,$15.000 | rest 159,159,$15.000
953,$20.000 | rest 159,159,$20.000
954,$30.000 | rest 159,159,$30.000
955,EJECUTIVO | rest 160,160,EJECUTIVO
956,ESPECIAL | rest 160,160,ESPECIAL
957,$10.000 | rest 160,160,$10.000
958,$15.000 | rest 160,160,$15.000
959,$20.000 | rest 160,160,$20.000
960,$30.000 | rest 160,160,$30.000
961,EJECUTIVO | rest 161,161,EJECUTIVO
962,ESPECIAL | rest 161,161,ESPECIAL
963,$10.000 | rest 161,161,$10.000
964,$15.000 | rest 161,161,$15.000
965,$20.000 | rest 161,161,$20.000
966,$30.000 | rest 161,161,$30.000
967,EJECUTIVO | rest 162,162,EJECUTIVO
968,ESPECIAL | rest 162,162,ESPECIAL
969,$10.000 | rest 162,162,$10.000
970,$15.000 | rest 162,162,$15.000
971,$20.000 | rest 162,162,$20.000
972,$30.000 | rest 162,162,$30.000
973,EJECUTIVO | rest 163,163,EJECUTIVO
974,ESPECIAL | rest 163,163,ESPECIAL
975,$10.000 | rest 163,163,$10.000
976,$15.000 | rest 163,163,$15.000
977,$20.000 | rest 163,163,$20.000
978,$30.000 | rest 163,163,$30.000
979,EJECUTIVO | rest 164,164,EJECUTIVO
980,ESPECIAL | rest 164,164,ESPECIAL
981,$10.000 | rest 164,164,$10.000
982,$15.000 | rest 164,164,$15.000
983,$20.000 | rest 164,164,$20.000
984,$30.000 | rest 164,164,$30.000
985,EJECUTIVO | rest 165,165,EJECUTIVO
986,ESPECIAL | rest 165,165,ESPECIAL
987,$10.000 | rest 165,165,$10.000
988,$15.000 | rest 165,165,$15.000
989,$20.000 | rest 165,165,$20.000
990,$30.000 | rest 165,165,$30.000
991,EJECUTIVO | rest 166,166,EJECUTIVO
992,ESPECIAL | rest 166,166,ESPECIAL
993,$10.000 | rest 166,166,$10.000
994,$15.000 | rest 166,166,$15.000
995,$20.000 | rest 166,166,$20.000
996,$30.000 | rest 166,166,$30.000
997,EJECUTIVO | rest 167,167,EJECUTIVO
998,ESPECIAL | rest 167,167,ESPECIAL
999,$10.000 | rest 167,167,$10.000
1000,$15.000 | rest 167,167,$15.000
1001,$20.000 | rest 167,167,$20.000
1002,$30.000 | rest 167,167,$30.000
1003,EJECUTIVO | rest 168,168,EJECUTIVO
1004,ESPECIAL | rest 168,168,ESPECIAL
1005,$10.000 | rest 168,168,$10.000
1006,$15.000 | rest 168,168,$15.000
1007,$20.000 | rest 168,168,$20.000
1008,$30.000 | rest 168,168,$30.000
1009,EJECUTIVO | rest 169,169,EJECUTIVO
1010,ESPECIAL | rest 169,169,ESPECIAL
1011,$10.000 | rest 169,169,$10.000
1012,$15.000 | rest 169,169,$15.000
1013,$20.000 | rest 169,169,$20.000
1014,$30.000 | rest 169,169,$30.000